100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-38 screenshot.jpg,447.7206,125.720314,-363.89532,452.8074,116.54125,-355.2689,455.9222,116.53067,-355.17517,459.0939,116.43255,-355.1994,443.0773,115.98296,-357.78244,439.7777,115.37055,-357.70007,436.48718,114.825165,-357.6417,463.09247,116.52482,-250.16632,431.4389,113.969124,-257.34143,452.7563,131.94157,-320.0558,441.70227,131.06459,-322.41522,483.59314,153.1644,-126.85324,407.05847,146.69572,-132.40471,491.86118,197.12912,-7.167496,396.16217,189.88837,11.058087,495.38824,230.92982,-42.328903,397.65118,233.6239,-6.050504,497.79266,241.486,-52.984123,395.8333,246.65016,-7.35307,496.7616,239.89621,-81.49807,399.52536,245.53448,-43.419952,493.44397,236.40263,-53.36222,403.38275,241.05913,-18.010805,462.4927,252.27422,3.4307518,416.1032,252.32162,-3.319379,480.32648,338.17123,-11.257803,399.6426,337.16187,-12.7191925,491.10843,419.939,95.78018,382.4076,413.13055,91.7961,487.86053,431.1009,99.02391,383.40488,424.24753,95.08125,496.1983,450.31842,-17.414534,375.64035,440.8942,-19.39655
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-39 screenshot.jpg,434.3277,107.6773,-246.05594,438.0528,101.38785,-233.24307,440.60168,101.26491,-233.25009,443.26813,101.07108,-233.23337,429.4942,101.724,-235.0289,426.62717,101.72447,-234.92104,423.76453,101.76986,-234.86845,446.41177,104.216225,-138.38829,419.259,104.81658,-145.03598,438.99765,115.23303,-209.38654,429.22116,115.45949,-211.5479,469.75717,149.53271,-56.22601,398.12943,152.22247,-71.30053,483.77737,197.62082,-7.3290086,390.06555,202.52786,-46.464638,494.56088,241.93497,-103.1131,373.57776,248.9659,-132.415,500.6728,254.08376,-126.44341,366.19757,261.1851,-152.60378,498.77554,256.1136,-158.2507,367.54935,263.31598,-188.66278,494.5506,252.58739,-118.368195,373.68115,259.16693,-148.74164,459.0918,247.6908,6.829226,414.10486,249.23555,-6.743985,476.96948,337.13803,-6.7454386,400.58557,334.83417,-25.432926,487.76276,417.92502,100.393234,382.60904,412.09143,74.51419,484.5717,428.30457,104.95851,383.12704,422.4731,79.07807,493.82736,446.13757,-1.9208416,376.41187,439.4677,-29.3623
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-41 screenshot.jpg,443.90253,117.075775,-314.5776,447.4535,107.96292,-306.9928,450.21362,107.703384,-306.9215,453.07574,107.37184,-306.87476,438.26453,108.02222,-310.72043,434.9945,107.69268,-310.66058,431.75342,107.40937,-310.61615,455.09363,107.767426,-209.14954,425.43588,107.39213,-223.69936,447.70178,123.21111,-274.3296,437.38297,123.14444,-278.83878,475.2075,148.8089,-108.9667,400.50284,145.9257,-130.6956,480.67776,199.98793,-55.38689,394.28812,197.09944,-80.57576,486.9663,243.80461,-143.488,382.4926,247.96129,-152.41675,491.9296,256.25424,-162.69618,375.90665,261.22635,-167.30167,491.41888,257.81998,-195.44444,376.8896,264.2936,-205.9117,487.40778,254.21216,-158.30942,382.9014,260.2314,-168.07053,460.5747,249.1739,9.664406,414.19678,249.61316,-9.705023,479.57578,340.2729,0.48284906,399.9665,337.25214,-27.535782,490.5679,421.20203,105.01234,382.70987,415.5601,69.8217,486.0758,431.99792,109.61901,383.28052,426.3064,73.395454,501.9173,450.0061,-0.3771921,376.7025,444.17285,-41.706825
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-43 screenshot.jpg,442.33618,117.235664,-373.83365,446.05887,109.01338,-364.06567,448.84637,108.84188,-364.07422,451.7215,108.593605,-364.02606,436.93597,109.06592,-366.51633,433.69147,108.82437,-366.4422,430.47226,108.62127,-366.3345,454.07782,110.16707,-261.335,424.61115,109.90285,-268.83966,446.6077,124.135605,-332.57404,436.0622,123.972145,-335.0356,474.4469,151.67807,-159.10146,400.43997,151.21425,-159.78061,489.35803,206.10146,-115.03909,385.9705,202.86368,-112.07934,507.18094,255.79108,-196.6271,365.75113,254.15117,-189.35051,516.14136,267.52115,-217.39902,355.82938,267.08374,-204.38022,512.96484,269.51868,-251.84355,358.06943,269.4871,-243.18909,507.29355,266.01123,-212.36487,364.96375,265.48337,-206.07135,460.39807,250.49767,0.5962226,414.61417,251.19608,-0.65257466,481.85693,339.19638,-24.300213,397.39005,334.36914,-23.13362,490.86725,422.053,65.66143,383.5548,412.95023,75.39628,486.13684,433.82675,68.331696,386.285,425.134,78.94002,503.5606,449.0858,-41.66114,370.86636,438.54688,-31.050783
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-45 screenshot.jpg,439.0159,111.1195,-331.22443,443.22458,103.80741,-320.0639,446.00583,103.81076,-320.05063,448.89642,103.73636,-319.99774,434.1196,103.55206,-322.27655,430.9827,103.26189,-322.19968,427.87323,103.014435,-322.10773,451.68692,105.99731,-217.59303,422.43036,104.73527,-223.5167,443.15396,118.568504,-290.55753,432.78394,118.0735,-292.52792,472.7875,149.76813,-119.1214,398.0043,149.23119,-123.23721,487.25635,203.61594,-67.90231,387.671,204.2326,-79.412094,503.44165,253.617,-150.87518,370.55826,254.35481,-159.73854,512.1207,265.66992,-171.18779,362.07034,266.8985,-177.5988,509.37036,268.21814,-206.7591,364.51804,270.06146,-217.63597,503.6874,265.05133,-166.72809,371.24002,266.2966,-176.91273,458.4647,250.30573,2.031605,411.84247,251.09076,-2.0866356,482.40097,339.05933,-20.094057,397.21533,334.7169,-17.844751,489.70544,419.79648,91.91284,382.87024,412.94025,90.13495,484.52002,430.15143,97.085785,384.50842,424.34366,95.16479,500.39664,450.28113,-11.997957,373.6976,440.8983,-16.102652
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-46 screenshot (1).jpg,438.254,116.5964,-381.109,442.0589,108.25341,-372.7743,444.93228,107.96525,-372.76538,447.8993,107.602455,-372.69778,432.96164,108.71258,-374.4261,429.76028,108.634544,-374.35666,426.58636,108.601524,-374.2739,451.48074,109.15847,-275.80896,421.85687,110.18244,-280.0088,443.50082,123.37249,-342.17313,432.9236,123.683754,-343.57907,474.94342,150.65703,-175.25795,400.09244,152.19406,-178.8174,488.33344,205.31125,-137.93495,390.18045,206.38782,-144.02519,502.17123,256.55692,-221.8216,375.06165,255.69568,-224.19366,510.80408,269.45642,-243.11925,366.42383,268.61383,-241.35611,506.20917,271.8996,-276.15182,369.6571,270.9012,-278.71564,500.41232,268.10458,-236.55411,376.77383,266.45282,-240.26736,461.66425,248.9754,2.2553844,415.44165,250.22765,-2.3878877,481.74402,336.51407,-15.582768,398.5536,335.70395,-21.133244,489.3965,419.43747,74.68142,383.3795,414.19162,74.06535,484.2449,431.4686,77.87492,386.06714,426.10675,77.77479,503.1391,446.62546,-29.040014,370.42404,440.87036,-29.09565
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-48 screenshot.jpg,438.34686,114.725876,-353.903,442.0144,106.24747,-345.22256,444.8755,105.92278,-345.1741,447.85138,105.52786,-345.10352,432.65414,106.76807,-347.45908,429.41394,106.72866,-347.4078,426.2121,106.73314,-347.3524,451.0317,106.94268,-247.72137,420.94165,108.09733,-253.66675,443.15952,121.35362,-314.69965,432.58063,121.84875,-316.6578,473.94745,150.14662,-149.22151,398.6203,150.1661,-155.00075,482.72803,203.8611,-104.33139,389.72592,203.18729,-105.205345,491.00204,251.07288,-188.24419,376.03653,254.63333,-172.68427,497.6935,263.50092,-207.78831,368.59296,267.93225,-185.1497,495.46878,265.58038,-240.66382,370.85617,271.02124,-226.0891,490.58664,262.23987,-202.7017,377.4524,266.95602,-189.02397,461.31934,247.44585,5.2513924,414.06702,248.3385,-5.406618,481.4706,338.87402,-2.4404664,400.24506,336.23724,-14.881035,489.42288,419.25635,109.98619,380.82523,413.46643,82.7561,484.87595,430.05264,115.56522,380.83344,424.88232,87.28628,498.90814,447.6999,6.084911,374.5787,440.18127,-26.86925
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-50 screenshot.jpg,439.37344,114.08894,-362.1723,442.98956,105.96578,-352.737,445.8061,105.68099,-352.70465,448.72757,105.33149,-352.64072,433.7948,106.46713,-354.8267,430.61316,106.4411,-354.7612,427.46112,106.4544,-354.70096,451.68735,107.17173,-254.44714,422.04297,108.252266,-259.30652,444.18872,120.901306,-323.04547,433.53973,121.296646,-324.76324,474.0231,151.37029,-157.71074,398.52365,151.9862,-157.1333,482.2276,204.05797,-115.786545,390.61996,204.69435,-107.3087,488.60587,251.63348,-212.53302,377.01453,254.13077,-175.85307,494.13583,264.99274,-235.81142,370.60028,267.20123,-186.09319,491.1889,266.5821,-268.55954,370.95093,269.5647,-228.0494,486.63766,262.5289,-227.091,377.13718,265.1932,-192.79935,458.9761,246.7666,1.3528253,412.14737,248.13403,-1.4275836,478.70035,336.93356,-9.952869,398.7448,336.5056,-11.650123,491.41895,419.33374,89.732925,381.1944,415.2519,83.4225,488.17334,430.1758,93.44553,382.0992,426.7269,87.118416,499.31232,446.81488,-18.716963,373.2753,441.58658,-25.694849
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-52 screenshot.jpg,436.79367,115.10214,-333.0244,440.52032,106.963165,-323.4228,443.33606,106.70242,-323.3794,446.26053,106.37434,-323.33307,431.39075,107.35142,-325.72723,428.23648,107.26523,-325.64957,425.11057,107.22274,-325.58533,449.33215,107.96876,-224.79724,419.8501,108.66437,-231.09883,441.51648,121.78339,-293.61197,431.01453,122.09281,-295.70303,472.3369,151.26796,-129.88321,397.4222,152.34644,-134.3082,482.64856,202.4641,-86.22444,389.80713,204.24425,-86.42883,491.2385,249.80078,-186.23613,376.1608,253.32527,-160.09471,497.42526,263.2748,-209.18678,369.72266,266.37976,-173.55559,494.72372,265.05533,-242.71178,370.4714,269.2767,-214.37878,489.98434,261.12457,-201.2958,376.66556,265.07065,-177.01051,459.77924,250.41415,2.3276021,413.4366,251.86716,-2.370427,479.99176,340.0695,-10.629925,399.55682,336.3663,-12.5202465,492.1644,421.46085,89.65244,382.89594,413.5361,86.40069,488.73038,432.16525,93.48324,383.92447,424.61316,90.31521,500.7273,449.56512,-18.589304,375.71158,440.61066,-21.97167
100 REP SQUAT CHALLENGE (Effectively Tone & Lift the Booty & Thighs) 0-53 screenshot (1).jpg,438.26978,110.00331,-337.08127,442.5261,103.04469,-326.0248,445.32596,102.96689,-326.03723,448.22736,102.815254,-325.98013,433.59552,103.245636,-326.91312,430.53745,103.18879,-326.83047,427.50708,103.17119,-326.74738,451.75592,106.14089,-228.9497,422.9835,106.2864,-229.86584,443.30383,117.818825,-299.22342,432.74127,117.82711,-299.76917,473.72202,151.68462,-135.2157,400.74744,152.77261,-134.48085,489.1041,203.43855,-88.989876,389.03732,203.40935,-97.81036,504.1755,252.85466,-168.24022,372.02548,254.04929,-179.34454,512.1429,264.7395,-188.55545,363.5742,267.40244,-196.26076,508.7438,267.4079,-222.11185,366.707,270.0807,-235.71092,503.26865,264.04736,-183.22485,373.4779,265.69724,-196.49368,458.9983,249.14966,0.4392671,413.7919,250.34769,-0.4626028,478.2143,338.64194,-17.947783,398.06534,335.47488,-21.340414,487.7245,422.9587,74.10128,383.03345,415.29294,72.398544,483.32755,434.46283,77.03794,385.45032,426.90897,75.87037,498.8464,450.86935,-31.016298,370.92337,442.12335,-31.342709
