DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-26 screenshot.jpg,dips_up,564.4855,92.84994,-273.55566,575.4515,77.78693,-270.69006,576.2607,77.468575,-270.7173,577.2899,77.22357,-270.8429,570.9644,75.45721,-300.5565,568.03925,72.298195,-300.77805,565.10077,69.22652,-300.90707,565.7676,65.21955,-214.95184,550.122,53.971066,-348.23825,551.39014,94.581085,-244.03084,546.0304,89.28738,-283.27383,527.00433,66.775475,-110.490204,453.1568,83.02216,-388.51898,504.09647,138.26353,64.23939,412.62143,217.44843,-423.58786,515.66974,192.16089,150.06529,413.54834,356.5484,-406.46613,520.5692,203.71819,157.97508,399.25366,394.82895,-460.20657,522.27496,205.63463,125.497086,422.95346,394.80737,-460.017,515.6758,201.63248,138.34093,428.38306,378.099,-408.0597,422.29626,227.4293,79.29164,377.46094,239.47322,-78.833824,415.0647,331.66837,231.98375,352.24454,348.35883,97.52767,380.42322,393.04663,488.93936,351.53467,403.87677,396.08527,366.1124,394.80606,513.90283,342.04883,402.72525,423.6054,397.87048,441.36075,481.64114,381.5153,456.0744,378.6864
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-28 screenshot.jpg,dips_up,579.615,109.47893,-168.046,589.2549,95.10405,-164.33904,589.5273,95.10684,-164.3729,589.9757,95.1759,-164.4926,586.55975,91.485504,-196.01236,584.53815,87.69715,-196.08464,582.46967,83.95363,-196.20277,575.8225,81.334274,-103.57162,565.4302,65.98024,-242.5766,563.54877,110.423065,-137.39557,559.7149,103.39454,-177.99084,515.8943,96.41722,-4.3339534,470.36453,87.84708,-278.2577,453.22028,191.70708,88.59748,374.5943,188.91612,-291.96674,444.80447,286.5081,79.71531,377.20752,308.02957,-260.26648,443.61072,311.6512,89.02019,365.07104,342.74673,-290.71844,448.93063,314.9801,56.309303,388.19165,344.5182,-285.0915,444.1424,304.8731,67.57648,392.13138,331.30313,-254.56635,383.4052,261.4414,95.535835,347.3435,266.324,-94.85296,414.85727,375.72922,218.48604,379.9761,403.28918,-37.525246,311.93417,366.24814,356.43506,284.41724,393.79892,167.11505,291.5988,352.43958,371.576,263.0476,377.95706,189.04161,302.05017,407.6104,414.1705,271.71158,434.11548,220.38818
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-30 screenshot.jpg,dips_up,585.7273,111.04198,-185.75526,596.19104,98.04201,-176.61736,596.3225,97.958336,-176.61644,596.61633,97.96831,-176.75735,594.0093,94.39958,-209.14835,592.50885,90.704926,-209.23846,590.9966,87.045135,-209.34521,583.8944,83.41576,-114.34024,576.4822,68.27761,-258.29166,569.54156,111.01897,-157.00192,566.8697,103.99112,-199.10141,526.4003,96.51139,-14.140899,476.3988,82.2,-306.43283,455.7121,198.61325,67.42849,383.03464,185.04086,-315.71744,431.4317,300.32834,49.681843,404.0858,310.69342,-266.58167,426.771,328.99872,59.578808,395.87885,347.86536,-299.59525,428.37045,331.54846,24.59892,419.85602,348.76816,-288.0769,425.49677,319.33456,36.078094,420.76828,333.73856,-258.91544,386.7557,230.96155,95.66914,343.61533,228.72772,-94.99392,416.98642,368.17966,186.02673,392.86115,383.70618,-109.45746,309.42166,351.54257,308.38757,292.45325,355.39255,109.25525,295.70642,335.88644,322.13635,275.83484,334.66998,133.42093,285.81165,383.39124,380.59647,275.4628,387.26874,189.78593
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-32 screenshot.jpg,dips_up,589.016,93.640205,-328.8073,600.47156,86.35712,-317.0498,600.9119,87.906425,-317.07236,601.538,89.54408,-317.16766,598.0018,79.56259,-342.81378,596.6805,75.370605,-342.88654,595.3494,71.25634,-343.01608,590.6092,79.243935,-230.5172,583.72736,55.050003,-347.6362,573.9375,95.79691,-292.25748,571.6177,85.96711,-326.802,543.36566,75.50298,-108.15438,485.7437,70.34088,-385.88348,486.89224,164.9464,-21.831205,408.36227,187.98808,-408.9783,465.10397,260.8422,-61.440945,423.6648,301.9195,-370.1119,463.67572,289.10245,-66.1139,418.05945,333.9363,-409.20648,460.46408,289.56693,-103.70522,440.59735,331.26337,-406.6317,454.73972,277.57272,-76.71987,440.77887,317.91263,-367.53937,413.48337,183.59836,81.949974,363.19202,189.79478,-81.58742,476.42484,274.74634,205.14525,395.92776,321.36493,-147.48389,413.8739,281.6026,313.59518,395.4807,282.9855,135.60812,400.20172,275.17126,326.55734,392.0618,264.92508,169.03941,418.06165,312.86758,383.50378,413.42587,309.01608,235.46246
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-34 screenshot.jpg,dips_up,600.75037,81.6068,-33.11579,610.6041,69.89458,-22.211086,610.8567,69.15476,-22.2564,611.25354,68.45887,-22.347086,608.5823,67.61259,-56.244957,607.46814,64.54417,-56.282898,606.3633,61.498318,-56.413006,604.067,54.681774,43.702305,597.082,45.40665,-105.768326,589.2264,79.916534,-3.7755463,586.8395,75.79261,-47.283413,552.4348,71.488174,146.878,530.37897,49.730972,-180.36989,495.8146,137.89671,220.2732,452.6937,118.37601,-225.7226,481.38043,208.66663,164.95233,455.50873,207.54964,-178.90495,478.22998,231.29887,168.41922,448.9555,230.05702,-198.30827,481.93546,230.19043,140.97038,463.10193,232.049,-185.94868,480.00146,220.80095,151.06938,464.8573,224.3931,-169.58302,437.4753,198.89111,104.766685,410.86734,192.83324,-104.25862,493.35486,322.0406,105.569214,471.75006,321.91367,-126.07908,404.63733,369.93353,215.35162,382.60284,373.16675,29.277822,382.73264,363.35782,225.0904,360.9757,364.57077,47.868893,399.7168,424.38892,232.05809,374.66272,428.73145,65.86244
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-36 screenshot.jpg,dips_up,589.7153,98.85405,-10.459406,599.0629,89.09067,-1.8671021,599.1964,88.19269,-1.9144839,599.447,87.30639,-1.9838961,597.7041,87.83117,-30.991371,596.9672,85.44909,-31.04259,596.24194,83.08497,-31.146233,594.3541,76.53591,46.753918,589.9395,70.72962,-82.23466,580.3196,97.55624,12.088714,578.7939,94.74296,-25.533953,547.91016,89.93597,138.3434,536.22375,76.16612,-155.1465,500.74915,154.22398,195.02065,473.81393,139.93407,-197.88794,487.2425,218.69289,146.38322,471.81882,215.06332,-149.24904,484.69443,237.55315,151.47786,466.5058,234.1493,-168.37056,488.47162,237.36603,126.91605,476.53116,234.38516,-155.34126,487.07278,229.78416,133.69582,477.80606,227.59457,-140.80704,452.60867,197.29723,96.015625,435.3951,196.7755,-95.574814,483.79733,299.71497,97.86907,478.792,311.73163,-108.450874,417.05252,353.83066,194.59381,398.59622,357.84827,18.778593,399.82892,350.769,202.127,381.08215,350.69968,33.15635,412.42358,401.05774,190.86993,386.9964,403.85834,36.59711
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-37 screenshot (1).jpg,dips_up,596.27057,110.24751,-22.207855,606.21454,100.30225,-13.562764,606.4168,99.33491,-13.607987,606.72784,98.38775,-13.665365,604.8255,99.005486,-43.649223,604.1566,96.53703,-43.67974,603.5016,94.09008,-43.787254,601.7975,86.339905,37.222446,597.2437,80.34156,-95.88218,586.4301,108.17288,1.4179078,584.944,105.406136,-37.324306,551.97174,95.1143,133.81886,541.70636,84.957565,-163.60635,504.29218,157.06691,196.30186,476.22687,147.64696,-208.8074,490.315,221.58723,143.01678,473.87268,220.99857,-143.74567,487.56094,240.56837,147.04062,468.38434,239.16121,-158.44743,490.58795,240.18471,123.1674,478.65826,239.58722,-146.37732,489.05716,233.00404,130.55902,479.76605,233.15057,-134.91673,449.84656,200.91872,99.233696,434.09818,201.19046,-98.78877,484.36868,300.74963,114.775536,482.07907,308.86505,-110.68184,413.21875,356.5036,210.90485,395.3709,358.16162,6.1712484,394.3219,354.04773,217.95825,375.19025,351.93036,19.460974,411.90576,402.75623,208.03348,388.90503,404.58896,22.580847
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-39 screenshot.jpg,dips_up,585.4612,110.66469,-38.449684,595.78735,101.2639,-30.958408,596.01526,100.49158,-30.997395,596.357,99.744865,-31.037209,594.423,99.71213,-59.998875,593.7713,97.20186,-60.00699,593.12946,94.71567,-60.106583,591.8182,88.445854,18.476418,587.31665,81.21357,-110.20192,575.9034,108.9774,-15.173504,574.4429,105.79786,-52.613853,543.8659,95.94406,116.11278,531.23627,83.97822,-172.19095,494.93683,157.61844,178.80614,460.32663,141.42941,-213.44215,483.07263,220.84386,134.44672,465.1038,218.66672,-156.84213,481.05408,239.54305,140.74353,461.16708,238.59363,-173.3033,485.0086,239.11108,116.88849,472.90665,238.70776,-159.48402,483.26642,231.78821,122.83786,473.55695,231.7136,-147.36363,442.53287,201.23764,97.28655,426.03723,201.42854,-96.89563,474.43445,299.53067,114.71743,472.83987,308.65704,-104.1016,407.1473,357.12482,211.49283,391.32547,360.73367,17.52671,388.55496,355.8058,218.67496,372.06226,355.2187,31.534414,407.31122,404.6181,213.41547,383.6421,409.16263,41.31441
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-41 screenshot.jpg,dips_up,575.1415,102.65344,-22.400064,584.2891,91.09044,-15.226104,584.3693,90.14456,-15.235141,584.574,89.25893,-15.329292,582.80975,89.611176,-46.523384,581.9096,86.93253,-46.568745,581.0287,84.273895,-46.70021,576.97125,75.50658,37.19044,571.85614,69.06598,-101.063255,563.6085,100.62678,2.4524658,561.8575,97.49069,-37.812733,523.66205,86.73459,131.40407,511.5438,74.84264,-167.55876,470.777,152.81313,205.42662,441.6512,140.7362,-196.92583,462.06177,218.08397,177.88403,440.6463,219.24553,-147.04399,460.16138,237.55655,187.56818,434.5473,238.50897,-164.15417,465.29385,238.68448,164.86916,446.2858,240.723,-152.85948,463.1585,231.003,166.66002,447.4032,234.05325,-139.00641,410.1307,201.34428,97.81133,389.68585,199.4186,-97.32827,460.60864,320.88712,107.02516,445.28244,327.91922,-111.800354,375.638,368.9968,202.63324,362.81195,383.77438,14.302727,353.34586,363.44427,210.92488,341.1538,377.27954,29.398474,374.2659,421.81058,214.52197,359.76715,437.6217,41.56268
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-43 screenshot.jpg,dips_up,589.06067,89.44548,-19.742027,600.07526,79.602066,-7.2200108,600.1842,79.042404,-7.2506876,600.43945,78.535416,-7.3394794,598.9475,76.876976,-40.90711,598.407,73.72263,-40.979862,597.89264,70.59248,-41.13564,594.3683,65.23679,56.33261,590.3959,54.641098,-91.4048,577.3059,87.21885,8.099084,575.9893,82.35693,-34.949818,541.80133,77.9648,152.97855,524.3374,52.854996,-174.54567,482.97733,146.60117,226.90585,442.72333,119.41084,-217.59914,465.5452,221.29388,189.13812,443.4716,216.55,-155.41959,460.80878,244.7833,197.12619,436.24014,241.76239,-172.55371,465.44803,244.54674,171.74214,450.6612,243.93723,-157.0581,464.33496,234.86197,176.07208,452.0475,234.55157,-144.65703,424.74594,193.66248,105.07291,399.20932,184.25275,-104.57637,471.46445,329.87994,84.80271,449.58737,322.19998,-124.73176,378.05756,371.26157,219.30264,364.8984,386.0925,35.897495,357.44482,362.75687,231.66214,343.9051,379.10068,54.416283,365.0045,426.81143,237.0463,357.59402,445.54233,62.436443
