DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-27 screenshot.png,dips_down,590.73865,285.80838,-152.96742,601.64813,271.7451,-141.34366,601.81647,270.09198,-141.30887,602.0316,268.73438,-141.4767,598.5493,271.12668,-173.50107,596.7484,268.44714,-173.54674,594.88947,265.79483,-173.66917,588.72345,249.70341,-79.560356,578.69617,246.07556,-214.43958,572.05096,280.10312,-123.42917,569.1942,277.46463,-161.87553,509.4317,216.34889,-3.6188045,479.78015,222.91614,-244.2188,416.69147,224.707,137.61354,346.88934,194.7342,-231.85226,395.79678,305.99115,217.98508,356.8551,307.23166,-179.15324,396.91406,320.69745,230.53644,355.4746,338.93542,-205.86096,400.0671,334.18185,196.42535,376.8281,335.41208,-198.16101,395.3637,330.0229,205.83482,375.22058,323.4922,-174.80724,309.33136,214.6793,87.4002,286.25848,219.2433,-86.99712,188.47795,225.76535,228.22922,165.41971,236.51576,123.73138,78.81351,225.99133,433.121,52.83083,237.64056,338.52863,61.038353,212.32692,451.4304,33.84506,221.59526,358.7451,59.979736,272.76117,397.7436,39.619118,295.8029,308.4136
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-31 screenshot.png,dips_down,596.2575,298.10513,-24.40196,602.8174,292.4336,-8.635398,602.1067,292.92075,-8.554092,601.5094,293.50632,-8.611248,604.2175,287.49854,-35.31653,604.71515,283.8627,-35.34699,605.16376,280.3015,-35.48567,592.96014,279.65027,57.683617,596.43567,261.74777,-57.87979,581.7491,293.6646,1.180746,583.48596,285.6207,-32.285133,528.147,281.60135,104.0636,533.4522,224.86528,-122.0621,458.58218,300.03958,149.12868,443.27686,220.57758,-160.07025,434.35504,338.63498,101.81674,424.31058,313.30832,-124.93346,422.54398,351.04944,101.08023,409.51273,334.58707,-127.29586,429.25964,350.60095,80.08606,420.64072,345.61435,-117.8773,432.8783,344.8882,90.85579,424.79663,336.8737,-114.066734,372.0137,298.7413,55.531834,365.75204,259.6964,-55.448566,424.1907,374.884,43.79937,439.32977,253.87927,-205.61891,371.8368,375.8445,32.801327,366.72574,334.5118,-161.34927,364.19455,368.5405,33.116787,354.85806,340.90244,-154.12714,362.90417,395.69626,28.978628,359.56485,373.47025,-171.23389
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-37 screenshot.png,dips_down,574.65625,217.47606,25.53922,584.5992,211.82716,38.700993,584.93744,211.04164,38.606083,585.3707,210.23663,38.542324,582.86694,209.32709,9.669822,582.37225,206.38629,9.5583515,581.7907,203.45993,9.3669815,584.0512,196.82878,99.75377,579.1336,187.1461,-31.465582,566.12335,212.59325,50.443176,565.32184,208.52596,12.775905,545.00574,194.41878,165.64842,536.8899,158.58495,-95.78447,483.96378,217.79892,317.57904,463.0766,141.17827,-235.74828,487.42056,252.02757,424.47153,475.16437,219.68387,-283.39914,488.03586,266.63416,443.29684,466.75952,240.6565,-294.51694,487.86182,263.64304,426.3059,481.14102,245.12796,-277.78152,487.457,257.87415,419.48367,481.32404,239.29337,-273.8629,455.8434,304.3732,102.071724,438.84824,290.92188,-101.60141,506.62347,410.68628,81.71455,495.19186,402.92703,-109.64839,427.14813,438.18484,170.82352,404.0298,430.52557,-15.562691,408.5126,431.49417,177.55217,384.30206,420.6862,-3.3725302,412.79288,474.64456,162.99944,383.0829,465.8968,-5.8106036
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-38 screenshot.png,dips_down,563.5536,210.95238,0.054433525,572.402,204.97006,14.867503,572.9412,204.4024,14.820617,573.6105,203.83006,14.848971,569.6843,202.43294,-12.179656,568.6321,199.6846,-12.238531,567.5064,197.00743,-12.393156,571.2568,191.26088,81.2785,561.90186,181.4532,-39.90858,555.88776,207.82399,25.650953,553.5061,203.56976,-9.055125,538.5167,198.42691,159.4957,507.9089,159.4255,-98.79906,531.5274,225.74162,332.52313,443.05292,153.1495,-223.00363,576.3453,243.62079,442.6591,468.0249,228.08829,-261.39597,591.2679,246.0964,463.1729,464.4732,247.64177,-266.6765,592.9199,245.86742,447.91116,477.76355,249.08713,-260.39685,587.0489,245.09271,436.76968,478.7307,244.42514,-255.05237,461.52917,307.0251,97.516464,437.2897,293.0166,-97.13258,497.34677,414.93497,72.324684,483.69754,409.54443,-125.65266,427.83194,438.98996,205.33827,401.10226,430.59763,16.175322,411.25064,433.43808,219.30817,383.22787,420.90942,35.65864,419.3567,473.3359,236.60718,383.67633,470.31116,59.858982
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-40 screenshot.png,dips_down,552.41644,214.07578,2.20278,563.5471,211.31834,18.187971,563.62805,211.60973,18.144274,563.80695,211.88266,18.090557,563.10205,206.59142,-9.148619,563.17786,203.01573,-9.275381,563.1506,199.46097,-9.511234,561.9167,200.8519,94.83312,561.22,184.05144,-32.487762,542.45905,210.96017,32.22718,542.91486,204.02612,-4.2680683,523.2748,199.33986,177.06493,512.3389,157.16869,-89.28989,463.42737,216.42938,355.34143,438.88208,134.26566,-237.08754,465.6217,241.25722,473.6139,451.24796,219.0485,-294.11377,464.14993,254.91695,487.79172,443.66742,241.93102,-304.59613,463.73267,249.12032,474.7057,457.67346,246.3085,-290.27094,463.6563,243.60858,470.06482,457.692,240.03293,-284.99786,434.4293,305.4125,102.20751,414.84183,290.11176,-101.87221,485.51758,402.4455,94.41921,476.4001,400.2918,-118.985634,402.58563,442.13306,157.9221,391.68982,438.0801,-15.837528,381.93176,436.55533,161.786,372.552,429.5058,-1.4204357,387.96707,484.74268,132.10217,371.2827,479.3141,0.4709964
DIPS _ Chest & Triceps _ How-To Exercise Tutorial 0-42 screenshot.png,dips_down,556.67737,216.37256,-28.618284,566.1756,212.6429,-11.666338,566.11523,212.81284,-11.68835,566.169,213.00914,-11.719295,566.7325,208.81625,-40.876297,567.4079,205.70226,-40.919247,567.9626,202.5689,-41.10137,563.71344,203.46458,72.623505,565.9197,189.36018,-57.098934,547.1018,213.9625,3.4403021,548.2166,207.91109,-33.54828,521.66925,201.36073,160.08865,519.5556,170.68837,-125.48653,454.3167,196.78702,274.35553,445.79636,134.12526,-268.6172,441.2656,231.6676,319.50623,442.04858,217.79205,-308.3117,434.75092,246.51924,322.20694,433.24286,240.95506,-319.2615,436.18793,243.67865,307.1852,445.76434,243.90927,-307.48175,437.89667,237.38881,312.21786,446.6246,235.68866,-300.4958,404.7191,284.433,109.25228,387.1446,273.30286,-108.95491,471.1523,395.39178,101.26964,462.38818,392.86578,-133.48804,375.80057,425.70905,166.66647,377.39496,440.9821,2.9272668,357.192,416.76132,170.8799,359.40027,434.61594,22.12573,349.55627,466.86157,146.78017,358.92938,486.57922,37.453342
Hannibal For King Workout Routine pt1 2-41 screenshot.png,dips_down,420.2573,254.03752,-372.05664,425.36383,241.14049,-384.75467,429.0026,239.2784,-384.65207,432.66428,237.30869,-384.69986,415.39362,244.40045,-377.18152,411.97153,244.59314,-377.07462,408.65384,244.94379,-377.0516,440.89355,227.89334,-344.4537,407.1651,238.38416,-314.1361,429.14288,253.81723,-348.74374,417.9766,256.7593,-340.09048,469.58038,223.17152,-242.33884,393.4831,247.04495,-194.02505,519.49133,203.47658,-135.45695,352.75076,250.65828,-89.60367,535.55334,242.9853,-90.30637,350.8107,266.66663,-38.44512,546.4626,250.65147,-83.95588,343.70956,272.22324,-29.442509,538.38245,255.93893,-95.19585,349.35284,274.43982,-34.834206,533.4912,254.19708,-90.63392,353.2909,272.84988,-39.005795,486.02466,287.8712,-9.506012,445.00125,300.27252,9.799927,517.26434,259.04227,-109.42227,421.62766,301.07608,-54.06268,475.55637,261.01733,-51.040848,451.20078,263.13617,19.79036,467.8913,256.6726,-40.43104,456.7929,252.9637,29.937323,450.5459,261.6122,-59.49296,450.99014,252.63539,24.9194
Hannibal For King Workout Routine pt1 2-42 screenshot.png,dips_down,521.1653,248.07417,-529.01166,522.7031,237.61078,-521.07825,526.2917,236.7406,-521.00146,529.8922,235.82065,-521.1027,511.6085,239.08055,-528.32196,506.77283,239.17273,-528.2204,502.02618,239.46503,-528.2166,528.66583,235.90704,-418.58282,490.48392,240.96713,-449.61374,525.1696,254.31084,-485.89316,510.9352,255.74835,-495.0559,540.09515,252.6824,-295.8217,463.57736,267.9208,-307.97678,566.745,239.50261,-119.46295,418.3145,252.80042,-183.72408,578.98047,259.6285,14.114806,416.17255,253.6513,-51.677322,584.50525,264.45694,44.79039,410.40134,252.50682,-28.884096,583.07104,269.28644,38.60948,415.7557,257.18393,-27.292803,578.7446,270.07822,17.206385,418.4678,258.432,-48.18821,524.7218,328.8059,8.330778,485.6408,334.5678,-7.9544506,530.8059,327.55948,155.96745,463.27505,314.72394,106.308655,511.12857,346.37628,356.55692,462.20847,321.29526,287.7402,507.13385,342.035,381.43417,459.53088,317.5273,310.77057,500.61124,365.89554,378.40784,470.49902,331.8551,317.7866
Hannibal For King Workout Routine pt1 2-44 screenshot (1).png,dips_down,494.22614,298.9838,-252.77324,490.92685,294.69275,-258.6189,490.6387,292.67285,-258.60062,490.32803,290.57584,-258.5337,490.37518,300.16672,-259.07455,489.52734,301.96912,-258.97726,488.7602,303.78046,-259.04068,485.3155,285.34116,-231.78871,482.35297,305.2519,-234.20181,493.63818,296.207,-236.61137,492.9259,301.59277,-237.06471,485.35626,268.79364,-177.67488,476.04092,322.22626,-177.6554,513.79974,260.9028,-128.58809,506.74426,340.41858,-161.92567,526.2264,273.40515,-122.03672,528.4688,317.9811,-190.61728,530.9878,275.50708,-128.43172,535.4874,313.46735,-202.58238,525.8951,277.42728,-134.01654,530.8204,309.2246,-206.38443,523.20715,277.38046,-122.485954,527.6228,309.4746,-191.64705,507.47482,286.84668,4.369001,503.6586,313.17026,-4.224658,515.5946,259.66055,28.916107,492.92096,311.8679,14.329818,515.7395,288.2743,153.67195,513.7728,301.84012,161.68791,512.333,293.07156,167.49435,514.1396,299.80597,177.6802,524.16174,296.5775,165.8903,528.0514,298.51147,180.8508
Hannibal For King Workout Routine pt1 2-46 screenshot.png,dips_down,455.81277,337.19485,-491.9278,459.88174,345.07892,-488.9424,458.1664,348.16617,-489.00253,456.34207,351.0514,-489.0493,465.42667,336.56583,-491.78625,467.8132,333.47092,-491.8551,470.21265,330.3557,-491.84357,455.74985,351.012,-407.89865,474.49954,322.09674,-419.231,449.47827,334.67273,-455.8626,454.9148,324.66486,-457.93597,449.55066,345.05847,-295.53818,463.84476,300.3534,-310.7338,408.83987,327.47733,-281.2037,445.40726,259.5151,-268.2469,402.7475,324.28833,-377.4407,412.91763,287.79245,-298.26233,397.36118,325.618,-409.51044,401.9137,291.40204,-325.57257,404.51047,324.02493,-415.41,405.01306,303.41824,-337.0417,405.87253,319.9004,-381.79022,408.37985,302.24652,-304.83627,483.7565,307.8392,16.412582,488.71658,287.87656,-15.988635,492.56174,310.08817,222.6918,506.27332,268.03796,211.70401,506.90378,297.09296,464.3063,522.81177,273.64212,446.4075,510.54712,295.9212,492.3981,525.72266,276.47778,475.12396,501.60617,294.0373,500.5493,525.77106,269.87393,489.4109
